UBIGEO,NAME_CLEAN,YEAR,count,mean,min,max,std,p10,p90,pct_below_0C
000001,CODO DEL POZUZO,2023,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,TOURNAVISTA,2023,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,ALEXANDER VON HUMBOLDT,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,IRAZOLA,2023,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,NESHUYA,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,PADRE ABAD,2023,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CURIMANA,2023,15,1.4280997514724731,0.0,21.42149543762207,5.343459129333496,0.0,0.0,0.9333333333333333
000001,PUERTO INCA,2023,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,NUEVA REQUENA,2023,17,5.112919807434082,0.0,21.75615119934082,9.217455863952637,0.0,21.732168197631836,0.7647058823529411
000001,CAMPOVERDE,2023,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CONTAMANA,2023,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,HUANCHACO,2023,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,SANTIAGO DE CAO,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,SIMBAL,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,MAGDALENA DE CAO,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CHOCOPE,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,PAIJAN,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,SINSICAP,2023,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CHICAMA,2023,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,RAZURI,2023,5,3.385634660720825,0.0,16.928173065185547,6.77126932144165,0.0,10.156902313232422,0.8
000001,MARMOT,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,ASCOPE,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CASCAS,2023,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CASA GRANDE,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,SAN BENITO,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,SAN PEDRO DE LLOC,2023,8,4.331011772155762,0.0,17.433120727539062,7.5017313957214355,0.0,17.280418395996094,0.75
000001,CUPISNIQUE,2023,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CORONEL GREGORIO ALBARRACIN LANCHIPA,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,POCOLLAY,2023,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000001,CALANA,2023,4,3.0366666316986084,0.0,12.146666526794434,5.259660720825195,0.0,8.502664566040039,0.75
000001,TACNA,2023,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
