UBIGEO,NAME_CLEAN
000001,SAN BUENAVENTURA
000001,TAHUAMANU
000001,SUMBILCA
000001,FITZCARRALD
000001,HUAROS
000001,ATAVILLOS BAJO
000001,PAMPA HERMOSA
000001,COVIRIALI
000001,MONOBAMBA
000001,PACARAOS
000001,CARMEN DE LA LEGUA REYNOSO
000001,LIMA
000001,EL AGUSTINO
000001,RIMAC
000001,ATE
000001,CHACLACAYO
000001,CALLAO
000001,SAN MARTIN DE PORRES
000001,LOS OLIVOS
000001,LURIGANCHO
000001,SAN JUAN DE LURIGANCHO
000001,VENTANILLA
000001,PUENTE PIEDRA
000001,PACCHO
000001,MARCAS
000001,SANTO DOMINGO DE ACOBAMBA
000001,SAN PEDRO DE CHUNAN
000001,SAN MATEO
000001,SAN JUAN DE IRIS
000001,TUNAN MARCA
000001,CHACAPALPA
000001,HUAY-HUAY
000001,PACA
000001,HUACHUPAMPA
000001,ARAHUAY
000001,HUASO
000001,UCHIZA
000001,VIRU
000001,MOCHE
000001,SHAMBOYACU
000001,QUILLO
000001,ANRA
000001,CASCAPARA
000001,CASMA
000001,MATACOTO
000001,SHILLA
000001,YAUYA
000001,LLUMPA
000001,MATO
000001,YANAMA
000001,HUAYLLAPAMPA
000001,TINGO DE SAPOSOA
000001,SAN GREGORIO
000001,BAJO BIAVO
000001,LOS BANOS DEL INCA
000001,UNION AGUA BLANCA
000001,EL PRADO
000001,LONGOTEA
000001,PACANGA
000001,SAN RAFAEL
000001,OXAMARCA
000001,MARCABAL
000001,CHILETE
000001,ALTO BIAVO
000001,JESUS
000001,TANTARICA
000001,YONAN
000001,LLACANORA
000001,GREGORIO PITA
000001,CHEPEN
000001,PAJARILLO
000001,NAMORA
000001,SAN BERNARDINO
000001,UCUNCHA
000001,HUALLAGA
000001,PACASMAYO
000001,COSPAN
000001,ICHOCAN
000001,SITACOCHA
000001,JEQUETEPEQUE
000001,GUZMANGO
000001,JOSE MANUEL QUIROZ
000001,SANTA CRUZ DE TOLED
000001,CALLERIA
000001,PEDRO GALVEZ
000001,MATARA
000001,GUADALUPE
000001,CONTUMAZA
000001,CHACAS
000001,BULDIBUYO
000001,ANGASMARCA
000001,YARINACOCHA
000001,CHILLIA
000001,MOLLEBAMBA
000001,LA ESPERANZA
000001,TOCACHE
000001,CALAMARCA
000001,EL PORVENIR
000001,ONGON
000001,HUAYLILLAS
000001,VICTOR LARCO HERRERA
000001,CONCHUCOS
000001,SANTIAGO DE CHUCO
000001,TRUJILLO
000001,FLORENCIA DE MORA
000001,CACHACHI
000001,RIPAN
000001,SILLAPATA
000001,AIJA
000001,SHUNQUI
000001,HUALLANCA
000001,CORIS
000001,CULEBRAS
000001,CATAC
000001,JOSE GALVEZ
000001,CAJAMARCA
000001,ETEN
000001,PICOTA
000001,NANCHOC
000001,SOROCHUCO
000001,CARHUAZ
000001,AMASHCA
000001,SHUPLUY
000001,SAMANCO
000001,RAPAYAN
000001,HUARI
000001,CHAVIN DE HUANTAR
000001,JACAS GRANDE
000001,SAN MARCOS
000001,HUARAZ
000001,PUNOS
000001,PURUS
000001,BAMBAMARCA
000001,EDUARDO VILLANUEVA
000001,LLACLLIN
000001,TOMAY KICHWA
000001,BANOS
000001,UCHUMARCA
000001,PISCOYACU
000001,INAHUAYA
000001,SUCRE
000001,CAJATAMBO
000001,ABELARDO PARDO LEZAMETA
000001,PAUCAR
000001,COPA
000001,CONGAS
000001,MANGAS
000001,OCROS
000001,LA PRIMAVERA
000001,CAJAMARQUILLA
000001,SAN MIGUEL DE CORPANQUI
000001,SAN FRANCISCO
000001,HUAYLLACAYAN
000001,PACLLON
000001,TICLLOS
000001,ALFONSO UGARTE
000001,CHOLON
000001,MANANTAY
000001,CUSCA
000001,TAUCA
000001,SANTIAGO DE CHALLAS
000001,RAGASH
000001,ACAS
000001,HUARIACA
000001,SANTIAGO DE CHILCAS
000001,SAN PEDRO DE PILLAO
000001,PALLANCHACRA
000001,TAPUC
000001,SAN CRISTOBAL DE RAJAN
000001,LLIPA
000001,SANTA ANA DE TUSI
000001,CHACAYAN
000001,CANIS
000001,TAPACOCHA
000001,COCHAPETI
000001,INAPARI
000001,MOLINO
000001,CHACABAMBA
000001,RONDOS
000001,COTAPARACO
000001,MALVAS
000001,CHAVIN DE PARIARCA
000001,SANTO TORIBIO
000001,CASCA
000001,CANCHABAMBA
000001,FIDEL OLIVAS ESCUDERO
000001,POMABAMBA
000001,GUADALUPITO
000001,YURACMARCA
000001,CHIMBOTE
000001,MACATE
000001,QUINUABAMBA
000001,LA PAMPA
000001,YANAC
000001,CARABAMBA
000001,POROTO
000001,CACHICADAN
000001,QUIRUVILCA
000001,PARCOY
000001,PARANDAY
000001,AGALLPAMPA
000001,LA CUESTA
000001,SARIN
000001,CURGOS
000001,PIAS
000001,CHARAT
000001,OTUZCO
000001,HUAMACHUCO
000001,COCHORCO
000001,POLVORA
000001,USQUIL
000001,SANAGORAN
000001,CHUGAY
000001,HUARANCHAL
000001,PATAZ
000001,TINGO DE PONASA
000001,SAN SILVESTRE DE COCHAN
000001,CASPISAPA
000001,NUEVA ARICA
000001,SAN HILARION
000001,NIEPOS
000001,TUMBADEN
000001,CALQUIS
000001,CAYALTI
000001,UTCO
000001,LA FLORIDA
000001,MONSEFU
000001,REQUE
000001,LLAPA
000001,ENCANADA
000001,SANA
000001,PUCACACA
000001,PUCALA
000001,CHICLAYO
000001,CATILLUC
000001,POMALCA
000001,SAN FRANCISCO DE ASIS
000001,SAN FRANCISCO DE CAYRAN
000001,ANGUIA
000001,LONGAR
000001,LEVANTO
000001,CHOROPAMPA
000001,CUNUMBUQUI
000001,CHONGOYAPE
000001,CHUMUCH
000001,CHIRIMOTO
000001,LAJAS
000001,TUCUME
000001,TOTORA
000001,SHATOJA
000001,AGUA BLANCA
000001,PATAPO
000001,CHUGUR
000001,LA LIBERTAD DE PALLAN
000001,CATACHE
000001,LUYA
000001,YORONGOS
000001,BARRANQUITA
000001,PION
000001,CAMPORREDONDO
000001,INCAHUASI
000001,CUJILLO
000001,MILPUC
000001,CHAZUTA
000001,CHOTA
000001,FLORIDA
000001,TENIENTE CESAR LOPEZ ROJAS
000001,POMAHUACA
000001,COLASAY
000001,SAN FELIPE
000001,AWAJUN
000001,BAGUA GRANDE
000001,JAEN
000001,YURIMAGUAS
000001,EL PARCO
000001,LAS PIRIAS
000001,TAPICHE
000001,SOPLIN
000001,COPALLIN
000001,HUABAL
000001,HABANA
000001,ALONSO DE ALVARADO
000001,SAN ANDRES DE CUTERVO
000001,TRITA
000001,JAYANCA
000001,OCALLI
000001,MOLINOPAMPA
000001,CHOCHOPE
000001,SONCHE
000001,SORITOR
000001,SAN JUAN DE CUTERVO
000001,EMILIO SAN MARTIN
000001,PARDO MIGUEL
000001,ARAMANGO
000001,CAPELO
000001,YAMBRASBAMBA
000001,PUINAHUA
000001,TACABAMBA
000001,HUAMBOS
000001,HUIMBAYOC
000001,ALTO SAPOSOA
000001,TINGO
000001,OMIA
000001,CHIPURANA
000001,LAMAS
000001,SAN ISIDRO DE MAINO
000001,JAZAN
000001,TORIBIO CASANOVA
000001,RECTA
000001,YURACYACU
000001,SARAYACU
000001,CUISPES
000001,SHIPASBAMBA
000001,CHISQUILLA
000001,JUMBILLA
000001,NUEVA CAJAMARCA
000001,CHOROS
000001,CELENDIN
000001,OCUMAL
000001,SOLOCO
000001,MONTEVIDEO
000001,UTICYACU
000001,FERRENAFE
000001,MIGUEL IGLESIAS
000001,MANUEL ANTONIO MESONES MURO
000001,JUAN GUERRA
000001,PACHIZA
000001,SAN JOSE DE SISA
000001,MOCHUMI
000001,COCABAMBA
000001,SEXI
000001,CHANCAYBANOS
000001,CONCHAN
000001,ILLIMO
000001,ZAPATERO
000001,CHALAMARCA
000001,MORALES
000001,BELEN
000001,SAN JUAN DE LA VIRGEN
000001,CORRALES
000001,PAPAYAL
000001,TUMBES
000001,AGUAS VERDES
000001,INDIANA
000001,ZARUMILLA
000001,PUNCHANA
000001,SAN FERNANDO
000001,CAJARURO
000001,CANOAS DE PUNTA SAL
000001,NAUTA
000001,CASITAS
000001,FERNANDO LORES
000001,RAMON CASTILLA
000001,PASTAZA
000001,LAS AMAZONAS
000001,PEBAS
000001,MORONA
000001,CHIRINOS
000001,TABACONAS
000001,SAN IGNACIO
000001,NAMBALLE
000001,SAN JOSE DE LOURDES
000001,HUARANGO
000001,IMAZA
000001,EL CENEPA
000001,RIO SANTIAGO
000001,SAN JUAN DE BIGOTE
000001,CANCHAQUE
000001,LA MATANZA
000001,CATACAOS
000001,VEINTISEIS DE OCTUBRE
000001,LALAQUIZ
000001,SANTA CATALINA DE MOSSA
000001,YAMANGO
000001,MORROPON
000001,CHALACO
000001,PIURA
000001,CASTILLA
000001,SANTO DOMINGO
000001,CHULUCANAS
000001,MIGUEL CHECA
000001,ARENAL
000001,LA HUACA
000001,COLAN
000001,EL CARMEN DE LA FRONTERA
000001,VICHAYAL
000001,FRIAS
000001,AMOTAPE
000001,TAMARINDO
000001,PACAIPAMPA
000001,IGNACIO ESCUDERO
000001,SAPILLICA
000001,TAMBO GRANDE
000001,SULLANA
000001,QUERECOTILLO
000001,LA BREA
000001,LAS LOMAS
000001,MONTERO
000001,PAIMAS
000001,SICCHEZ
000001,JILILI
000001,AYABACA
000001,PARINAS
000001,LOBITOS
000001,SUYO
000001,EL ALTO
000001,MARCAVELICA
000001,LOS ORGANOS
000001,MANCORA
000001,LANCONES
000001,OLMOS
000001,PAITA
000001,SECHURA
000001,PILPICHACA
000001,SANTO TOMAS DE PATA
000001,SAN ANTONIO DE ANTAPARCO
000001,JULCAMARCA
000001,LIRCAY
000001,CHINCHO
000001,UPAHUACHO
000001,CORONEL CASTANEDA
000001,SARHUA
000001,VILCAS HUAMAN
000001,VILCANCHOS
000001,OYOLO
000001,SAISA
000001,CHAVINA
000001,HUAMANQUIQUIA
000001,ALCAMENCA
000001,CORCULLA
000001,SARA SARA
000001,PAUSA
000001,SAN JOSE DE USHUA
000001,PARARCA
000001,PULLO
000001,PUYUSCA
000001,MARCABAMBA
000001,COLTA
000001,CHUMPI
000001,SAN JAVIER DE ALPABAMBA
000001,CORACORA
000001,CHIPAO
000001,LUCANAS
000001,OCANA
000001,OTOCA
000001,CARMEN SALCEDO
000001,SAN FRANCISCO DE RAVACAYCO
000001,SORAS
000001,HUAC-HUAS
000001,LARAMATE
000001,LLAUTA
000001,SANTIAGO DE PAUCARAY
000001,ASQUIPATA
000001,AUCARA
000001,MORCOLLA
000001,APONGO
000001,PACAPAUSA
000001,PUQUIO
000001,SANTA ANA DE HUAYCAHUACHO
000001,ACCOMARCA
000001,CAYARA
000001,HUANCARAYLLA
000001,SAURAMA
000001,HUANCAPI
000001,TOTOS
000001,MARIA PARADO DE BELLIDO
000001,LURICOCHA
000001,UCHURACCAY
000001,AYNA
000001,CANGALLO
000001,VISCHONGO
000001,LOS MOROCHUCOS
000001,CHUSCHI
000001,PARAS
000001,LUIS CARRANZA
000001,CARMEN ALTO
000001,ACOCRO
000001,VINCHOS
000001,ANDRES AVELINO CACERES DORREGARAY
000001,SOCOS
000001,TAMBILLO
000001,JESUS NAZARENO
000001,AYACUCHO
000001,SAN JOSE DE TICLLAS
000001,ACOS VINCHOS
000001,SANTIAGO DE PISCHA
000001,PACAYCASA
000001,QUINUA
000001,ACARI
000001,BELLA UNION
000001,MI PERU
000001,YAGUAS
000001,ROSA PANDURO
000001,HUANTA
000001,INKAWASI
000001,ANDAYMARCA
000001,QUICHUAS
000001,VILLA VIRGEN
000001,JOSE MARIA ARGUEDAS
000001,PUCACOLPA
000001,TINTAY PUNCU
000001,AYAHUANCO
000001,VIZCATAN DEL ENE
000001,VILLA KINTIARINA
000001,LA YARADA LOS PALOS
000001,LA MORADA
000001,SANTA ROSA DE ALTO YANAJANCA
000001,SAN PABLO DE PILLAO
000001,CHACA
000001,ROBLE
000001,PICHOS
000001,ROCCHACC
000001,SANTIAGO DE TUCUMA
000001,CHUNGUI
000001,LOS CHANKAS
000001,ECHARATE
000001,JOSE CRESPO Y CASTILLO
000001,HERMILIO VALDIZAN
000001,DANIEL ALOMIA ROBLES
000001,RUPA-RUPA
000001,MARIANO DAMASO BERAUN
000001,LUYANDO
000001,PUCAYACU
000001,CASTILLO GRANDE
000001,SANTO DOMINGO DE ANDA
000001,HUAURA
